sexo,estado_civil,grupo_depend,x_nem,leng,mate,cien,beca,edad,jefe_familia,nem,educpadre,educmadre
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,448,391,431,0,18,Madre del postulante,5.5,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,616,524,520,0,18,Padre de postulante,5.8000002,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,594,408,514,0,19,Madre del postulante,5.0999999,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,583,506,414,0,19,Padre de postulante,6.0999999,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,440,499,448,0,20,Padre de postulante,5.4000001,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,488,552,492,0,19,Madre del postulante,5.5,11,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,389,436,448,0,19,Padre de postulante,4.9000001,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,453,535,520,0,19,Padre de postulante,5.4000001,5,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,397,459,289,0,19,Abuelo(a),5.9000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,579,606,552,0,19,Padre de postulante,6.5,14,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,382,485,371,0,18,Madre del postulante,5.4000001,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,382,436,319,0,19,Padre de postulante,5,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,465,513,392,0,19,Padre de postulante,5.5999999,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,433,422,507,0,19,Padre de postulante,5.9000001,5,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,448,408,289,0,19,Padre de postulante,5.1999998,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,537,624,538,0,19,Padre de postulante,5.5999999,14,7
Femenino,Soltero,Particular Pagado (Dependencia 4),66,725,818,717,0,19,Padre de postulante,6.5999999,5,14
Femenino,Soltero,Particular Pagado (Dependencia 4),56,558,557,542,0,19,Padre de postulante,5.5999999,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,373,274,371,0,20,Madre del postulante,5,5,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,548,518,514,0,18,Madre del postulante,5.4000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,397,506,319,0,18,Padre de postulante,5.3000002,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,448,493,289,0,19,Padre de postulante,5.9000001,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,382,469,473,0,19,Madre del postulante,5.4000001,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),68,762,850,812,0,19,Padre de postulante,6.8000002,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,579,565,492,0,19,Abuelo(a),5.6999998,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,465,499,473,0,19,Padre de postulante,5.3000002,3,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,736,668,617,0,19,Madre del postulante,6.1999998,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,433,391,392,0,18,Padre de postulante,5.1999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",67,531,637,572,1,19,Padre de postulante,6.6999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,427,448,414,0,18,Padre de postulante,5,4,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,472,552,492,0,19,Padre de postulante,5,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),65,670,708,692,0,19,Padre de postulante,6.5,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,333,372,392,0,19,Padre de postulante,5.6999998,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,420,327,319,0,19,Padre de postulante,5.5,3,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,465,459,347,0,19,Padre de postulante,5.0999999,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,573,668,623,0,18,Abuelo(a),6.5,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,568,543,499,0,19,Padre de postulante,5.8000002,14,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,611,627,514,0,19,Madre del postulante,5.6999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),66,655,581,617,0,19,Madre del postulante,6.5999999,12,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,460,557,520,0,19,Padre de postulante,5.3000002,5,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,655,691,557,0,19,Padre de postulante,5.8000002,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,542,627,538,0,19,Madre del postulante,5,6,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,501,391,347,0,19,Padre de postulante,5.4000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,420,448,431,0,19,Madre del postulante,5.1999998,5,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,460,499,431,1,19,Padre de postulante,5.9000001,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,611,565,564,0,19,Padre de postulante,5.5999999,12,11
Femenino,Soltero,Particular Pagado (Dependencia 4),67,662,685,658,0,19,Madre del postulante,6.6999998,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,589,548,483,0,19,Padre de postulante,5.5999999,7,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,583,596,520,0,19,Madre del postulante,6,7,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,363,205,371,0,19,Padre de postulante,5,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,225,391,448,0,19,Madre del postulante,5.5,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,448,603,473,0,19,Padre de postulante,5.3000002,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,363,436,371,0,19,Madre del postulante,6.3000002,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,510,513,483,1,18,Padre de postulante,5.9000001,5,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,483,518,507,1,19,Padre de postulante,5.9000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,558,576,557,0,19,Padre de postulante,6,7,7
Femenino,Soltero,Particular Pagado (Dependencia 4),62,589,569,642,0,19,Padre de postulante,6.1999998,13,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,477,624,564,1,19,Madre del postulante,6.5,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,453,448,473,0,18,Madre del postulante,5.3000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),48,413,459,507,0,18,Padre de postulante,4.8000002,3,5
Masculino,Soltero,Particular Pagado (Dependencia 4),61,655,746,678,0,19,Madre del postulante,6.0999999,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,537,552,557,0,19,Madre del postulante,6,7,4
Femenino,Soltero,Particular Pagado (Dependencia 4),66,704,668,723,0,19,Madre del postulante,6.5999999,13,14
Masculino,Soltero,Particular Pagado (Dependencia 4),67,806,818,787,0,19,Padre de postulante,6.6999998,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,373,408,263,0,20,Madre del postulante,5.3000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,583,603,579,1,19,Padre de postulante,6.5,3,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,510,569,448,0,19,Padre de postulante,5.4000001,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,516,600,557,0,19,Padre de postulante,6.1999998,7,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,704,691,619,0,19,Madre del postulante,5.1999998,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,647,603,617,0,19,Padre de postulante,6.3000002,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,594,596,568,0,19,Padre de postulante,5.6999998,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,506,609,598,0,19,Madre del postulante,6,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,605,548,548,0,19,Padre de postulante,6,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),67,704,722,734,1,19,Padre de postulante,6.6999998,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),68,670,715,713,0,19,Padre de postulante,6.8000002,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),55,542,576,598,0,19,Padre de postulante,5.5,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,579,576,614,0,19,Padre de postulante,6.0999999,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,382,459,347,0,18,Padre de postulante,5.4000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,472,485,347,0,19,Abuelo(a),5.3000002,5,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,284,469,371,0,20,Padre de postulante,5.0999999,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,477,543,499,0,19,Padre de postulante,5,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),55,516,539,514,0,18,Padre de postulante,5.5,13,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,521,644,532,0,19,Padre de postulante,5.5,5,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",48,363,391,371,0,19,Padre de postulante,4.8000002,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,465,513,492,0,19,Padre de postulante,5.5999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,460,552,431,0,19,Otro familiar del postulante,6.1999998,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,477,448,448,0,18,Madre del postulante,6.0999999,5,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,433,499,431,0,19,Padre de postulante,5.5,4,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,427,518,461,0,18,Padre de postulante,5.4000001,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,448,506,499,0,19,Madre del postulante,5.0999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,433,214,347,1,19,Padre de postulante,6.1999998,3,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,448,485,507,0,19,Padre de postulante,5.9000001,3,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,298,351,371,0,19,Madre del postulante,5.6999998,3,1
Masculino,Soltero,Particular Pagado (Dependencia 4),62,616,691,572,0,19,Padre de postulante,6.1999998,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,440,529,527,0,19,Madre del postulante,5.8000002,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,628,702,688,1,18,Padre de postulante,6.5999999,5,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,310,372,392,0,19,Madre del postulante,5.4000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,622,584,532,1,19,Padre de postulante,6,13,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,310,246,371,0,19,Hermano(a),5.3000002,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,397,448,414,0,20,Otra persona,5.6999998,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,440,499,492,0,18,Padre de postulante,5.1999998,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,715,640,579,0,18,Madre del postulante,6.5,12,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,363,513,392,0,19,Padre de postulante,5.5999999,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,589,529,448,1,19,Padre de postulante,6.5,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,477,477,392,0,19,Madre del postulante,5.6999998,4,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,494,589,542,1,20,Otra persona,6.1999998,5,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,704,529,552,1,19,Abuelo(a),6.5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,635,702,673,0,19,Madre del postulante,6,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,427,485,289,0,19,Madre del postulante,5.5,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,472,539,483,1,19,Abuelo(a),6.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,715,702,670,0,19,Padre de postulante,6.4000001,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,472,600,552,1,19,Madre del postulante,6.1999998,2,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,573,663,557,0,18,Madre del postulante,5.5,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,558,573,557,0,19,Padre de postulante,5.5999999,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,427,493,483,0,20,Padre de postulante,4.9000001,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),63,641,634,586,0,19,Madre del postulante,6.3000002,11,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,506,565,527,0,19,Padre de postulante,5.1999998,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),54,600,529,448,0,19,Padre de postulante,5.4000001,5,14
Femenino,Soltero,Particular Pagado (Dependencia 4),53,460,485,371,0,20,Madre del postulante,5.3000002,14,12
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,641,672,658,0,19,Padre de postulante,6.1999998,5,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,427,518,414,0,18,Padre de postulante,5.5999999,11,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,310,436,319,0,19,Padre de postulante,5.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,594,592,586,0,19,Padre de postulante,6.1999998,7,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,628,606,538,0,19,Padre de postulante,6.1999998,13,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,397,493,448,0,19,Padre de postulante,5.9000001,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,662,634,617,0,19,Padre de postulante,6.3000002,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,516,539,473,0,19,Padre de postulante,6.3000002,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,494,581,507,0,18,Padre de postulante,5.4000001,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,453,518,319,0,19,Abuelo(a),5.9000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,420,477,448,0,19,Madre del postulante,5.1999998,5,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,501,539,448,0,19,Padre de postulante,5.9000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,501,620,548,0,19,Padre de postulante,6.4000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,501,436,392,0,19,Madre del postulante,5.5999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,420,469,347,0,19,Padre de postulante,5.3000002,5,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,343,391,448,0,22,Padre de postulante,5.5,14,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,420,274,272,0,19,Padre de postulante,5.6999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,725,691,640,0,19,Padre de postulante,6.3000002,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,460,327,347,0,19,Padre de postulante,5.3000002,2,2
Masculino,Soltero,Particular Pagado (Dependencia 4),56,573,589,538,0,19,Padre de postulante,5.5999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,579,596,619,0,18,Padre de postulante,5.6999998,11,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,521,576,572,0,19,Madre del postulante,5.5999999,3,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",68,477,477,483,1,18,Madre del postulante,6.8000002,2,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,622,620,568,0,18,Abuelo(a),5.9000001,4,7
Femenino,Soltero,Particular Pagado (Dependencia 4),57,568,600,634,0,18,Madre del postulante,5.6999998,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,448,485,319,0,19,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),67,628,592,596,1,19,Madre del postulante,6.6999998,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,472,506,431,0,19,Padre de postulante,5.3000002,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,363,372,414,0,19,Padre de postulante,5.4000001,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,501,513,414,0,18,Padre de postulante,5.0999999,3,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,558,539,507,1,19,,6.5,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,510,589,586,1,19,Madre del postulante,6.3000002,2,2
Masculino,Soltero,Particular Pagado (Dependencia 4),62,641,715,667,0,19,Madre del postulante,6.1999998,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,427,499,347,1,19,Madre del postulante,6,3,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,542,581,532,0,19,Padre de postulante,5.6999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,488,493,319,0,19,Padre de postulante,5.0999999,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),62,747,696,681,0,19,Padre de postulante,6.1999998,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,600,592,598,0,18,Padre de postulante,6.4000001,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,433,493,392,0,19,Padre de postulante,5.9000001,3,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,635,708,623,0,19,Madre del postulante,5.8000002,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,322,327,414,0,19,Padre de postulante,5.6999998,2,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,373,372,461,0,19,Madre del postulante,5.8000002,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,573,529,527,0,19,Padre de postulante,5.5999999,11,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,420,448,319,0,18,Madre del postulante,5.5,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),62,647,659,586,0,18,Madre del postulante,6.1999998,13,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,579,620,538,0,19,Padre de postulante,5.5,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,531,529,514,0,19,Padre de postulante,5.3000002,3,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,521,613,552,1,19,Padre de postulante,6.5999999,13,5
Femenino,Soltero,Particular Pagado (Dependencia 4),55,477,506,492,0,19,Madre del postulante,5.5,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,552,648,561,1,18,Padre de postulante,6,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,678,576,642,0,19,Madre del postulante,6.1999998,11,14
Masculino,Soltero,Particular Pagado (Dependencia 4),63,611,708,661,0,18,Padre de postulante,6.3000002,14,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,501,539,483,0,19,Madre del postulante,5.4000001,5,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,542,529,507,0,19,Madre del postulante,6.3000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,670,630,684,0,19,Padre de postulante,6.3000002,13,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,527,573,414,0,19,Padre de postulante,5.5999999,4,5
